title,stars,reviews,price,price_tier,category_name,engagement,KU Status,Bestseller,Editors Pick,Goodreads Choice
The Catskills: Its History and How It Changed America,4.6,117,16.99,Over $15,Arts & Photo graphy,High,Paid,No,Yes,No
I Will Judge You by Your Bookshelf,4.4,616,2.99,Under $5,Arts & Photo graphy,High,Paid,No,No,Yes
Split Persona (Crumbling Empire Book 3),4.8,5,0.99,Under $5,Arts & Photo graphy,Low,Kindle Unlimited,No,No,No
Retromania: Pop Culture's Addiction to Its Own Past,4.4,191,12.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
"Fight Or Flight: A Short, Steamy, Curvy Girl, Instalove Romance (Meet The O'Malleys Book 5)",4.4,253,2.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Alexis Ffrench - The Sheet Music Collection,4.8,216,21.84,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Framing America: A Social History of American Art: Volumes 1 and 2 (Fourth Edition) (Vol. Volumes 1 and 2),4.3,59,51.0,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Buddy Rich: One of a Kind: The Making of the World’s Greatest Drummer,4.7,198,15.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
The Harvard Dictionary of Music: Fourth Edition (Harvard University Press Reference Library Book 10),4.8,186,59.85,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Miracles and Machines: A Sixteenth-Century Automaton and Its Legend,5.0,2,34.44,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
"Scientist And The Forger, The (Second Edition): Probing A Turbulent Art World: Probing a Turbulent Art World: 2nd Edition (Popular Science)",4.7,12,19.95,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
The Complete Woodwind Repair Manual,4.8,25,30.0,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
The Encyclopedia of Popular Music,3.9,35,15.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Book The Fucking Job!: A Guide for Actors,4.8,134,9.95,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
"Garage Band Theory - Tools the Pros Use to Play by Ear: Music theory for non music majors - practical, useful theory for people who want to ask questions ... answers about the music they play",4.4,139,15.0,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Hidden Blade (The Road to Rocktoberfest 2022),4.5,157,4.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
The Complete Plays (Penguin Classics),4.6,153,10.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Landscape Photography: Shoot Like a Pro: How professionals shoot differently to ensure consistent results,4.4,68,7.49,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
"The Illuminati in Hollywood: Celebrities, Conspiracies, and Secret Societies in Pop Culture and the Entertainment Industry",4.5,952,7.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
"The Complete Guide to Food Photography: How to Light, Compose, Style, and Edit Mouth-Watering Food Photographs",4.8,14,19.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Walls: A History of Civilization in Blood and Brick,4.6,217,13.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Revolver: How the Beatles Re-Imagined Rock 'n' Roll,4.4,191,13.96,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
"The Film Photography Handbook, 3rd Edition: Rediscovering Photography in 35mm, Medium, and Large Format",4.1,4,30.99,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
Who Owns Antiquity?: Museums and the Battle over Our Ancient Heritage,3.9,33,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Cecil Beaton: The Authorised Biography,4.3,100,4.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
"A Dozen A Day, Book Two",4.8,775,2.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Draw More Furries: How to Create Anthropomorphic Fantasy Creatures,4.7,506,11.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Audio Production Basics with Ableton Live,4.3,48,33.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Machinal (NHB Classic Plays) (Royal National Theatre),4.1,55,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Movement for Actors (Second Edition),4.6,44,16.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Avatar: The Last Airbender--North and South Part Two (Avatar: The Last Airbender: North and South Book 2),4.8,929,6.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Malcolm Young: The Man Who Made AC/DC,4.7,115,8.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
The Director’s Vision: Play Direction from Analysis to Production,4.3,22,16.26,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"They Just Seem a Little Weird: How KISS, Cheap Trick, Aerosmith, and Starz Remade Rock and Roll",4.6,426,11.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Haunted Wausau: The Ghostly History of Big Bull Falls (Haunted America),4.5,11,2.99,Under $5,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
The Penguin Jazz Guide: The History of the Music in the 1000 Best Albums,4.6,27,17.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"The Easy Gospel Fake Book: Over 100 Songs in the Key of ""C"" (Fake Books)",4.7,423,13.79,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
An Enemy of the People (Plays for Performance Series),4.2,10,7.99,$5-$10,Arts & Photo graphy,Low,Paid,No,No,No
William Blake: Complete Illuminated Books,4.6,486,1.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
Robben Ford’s Urban Blues Guitar Revolution: A Modern Approach to Playing Blues Rhythm Guitar & Dynamic Soloing (Learn How to Play Blues Guitar),4.5,105,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Ask An Agent: Everything Actors Need To Know About Agents,4.6,13,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
The Comic Book Lesson: A Graphic Novel That Shows You How to Make Comics,4.8,75,13.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
The Artist's Reality: Philosophies of Art,4.4,155,15.49,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Drawing the Human Head,4.7,368,5.8,$5-$10,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
How to Play Drums in 14 Days: Daily Drumset Lessons for Beginners (Play Music in 14 Days),4.4,385,9.99,$5-$10,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Bunny Bunny: Gilda Radner: A Sort of Love Story (Applause Books),4.7,54,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Ghosts and Legends of Nevada's Highway 50 (Haunted America),4.7,21,2.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
Driven to Darkness: Jewish Emigre Directors and the Rise of Film Noir,4.0,3,18.5,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
Die Physiker: Eine Komödie in zwei Akten (German Edition),4.3,6133,7.99,$5-$10,Arts & Photo graphy,Viral,Paid,No,No,No
Alfred's Basic Piano Library - Lesson 3: Learn to Play with this Esteemed Piano Method,4.8,956,5.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Not the Life It Seems: The True Lives of My Chemical Romance,4.8,364,11.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
The Real R&B Book: C Instruments (Real Books),4.8,176,30.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
"Tell Me Why: The Beatles: Album By Album, Song By Song, The Sixties And After",4.0,75,12.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
"Special Edition eBook 2013: Power, Passion and Beauty - The Story of the Legendary Mahavishnu Orchestra",4.3,100,5.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
"Notes from the Pianist's Bench: Second Edition, Multimedia Edition",4.6,23,29.27,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"The Ultimate Scene and Monologue Sourcebook, Updated and Expanded Edition: An Actor's Reference to Over 1,000 Scenes and Monologues from More than 300 Contemporary Plays",4.3,81,4.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
The Play Goes On: A Memoir,4.4,48,15.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Pablo Picasso: A Life from Beginning to End (Biographies of Painters),4.5,352,2.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
"GILF Erotica: Silver Sirens Volume One Pack (GILF Romance, hot GILF stories): Nine Stories and 480+ Illustrations (A Silver Siren Series)",3.8,39,4.99,Under $5,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
Pro Tools All-in-One For Dummies,4.5,172,30.0,Over $15,Arts & Photo graphy,High,Paid,No,No,No
On Cinema (World Cinema),4.5,2,35.95,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
"Introduction to the Music Industry: An Entrepreneurial Approach, Second Edition",4.8,20,37.93,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Looking to Get Lost: Adventures in Music and Writing,4.6,130,2.99,Under $5,Arts & Photo graphy,High,Paid,Yes,No,No
Suite for Barbara Loden,4.5,47,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Include Me Out: My Life from Goldwyn to Broadway,4.2,229,11.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
The Complete Stanislavsky Toolkit,4.7,262,18.97,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Glamour Witch: Conjuring Style and Grace to Get What You Want,4.5,19,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Shortcuts to Hit Songwriting Level Two: 59 Hit-Tested Skills for Crafting Contemporary Songs (Revised & Updated),4.7,25,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Blues Soloing Maps: Playing the Changes,4.3,233,4.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
Diana Rigg: The Biography,4.0,151,4.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
The Underwater Photographer,4.6,42,26.93,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
The Whole Picture: The colonial story of the art in our museums & why we need to talk about it,4.4,290,2.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
HOLES (Playsmith Book 1),4.3,362,9.99,$5-$10,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Baritone Ukulele Aerobics: For All Levels: From Beginner to Advanced,4.5,166,17.09,Over $15,Arts & Photo graphy,High,Paid,No,No,No
The Rhapsodes: How 1940s Critics Changed American Film Culture,4.2,8,17.99,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
The Year's Best Science Fiction: Third Annual Collection,4.3,77,7.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
"Soul Fingers: The Music & Life of Legendary Bassist Donald ""Duck"" Dunn",4.6,289,16.19,Over $15,Arts & Photo graphy,High,Paid,No,No,No
"Hello, I am Naked - Nude Girls Erotic Photo Adult Picture Book Naked Girl Volume 3",3.0,2,2.99,Under $5,Arts & Photo graphy,Low,Kindle Unlimited,No,No,No
Beginner's Guide to ZBrush,4.7,449,47.49,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Acting the Song: Student Companion Ebook,3.6,8,17.99,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
The Real Rock Book - Volume II,4.5,80,29.3,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Glow: The Autobiography of Rick James,4.7,451,13.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
How to Paint Flowers in Watercolor and Ink: Simple Step by Step Botanical Tutorials for Beginners in Digital and Traditional Method (Exploring Art),3.8,9,5.99,$5-$10,Arts & Photo graphy,Low,Kindle Unlimited,No,No,No
"Echoes of Eden: Reflections on Christianity, Literature, and the Arts",4.4,95,13.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
Generation Friends: An Inside Look at the Show That Defined a Television Era,4.5,404,10.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
The Artist's Guide to Drawing Realistic Animals,4.6,502,10.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
"Uncommon Measure: A Journey Through Music, Performance, and the Science of Time",3.9,47,13.49,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
The Mindful Eye: An Introduction to the Principles of Fine Art for the Casual Photographer (Mindful Photography for Casual Photographers Book 1),4.5,56,2.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
"I GOT SOMETHING TO SAY!: Collections, Recollections & Personal Reflections About Def Leppard",4.5,111,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Lives of the Artists: Volume 1,4.5,86,10.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
The Ultimate Country Fake Book: C Instruments,4.4,179,38.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Starting At Zero: His Own Story,4.6,399,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
My Heart Is a Violin: Reowned Violinist/Composer and Holocaust Survivor,4.9,31,4.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
"Latino Images in Film: Stereotypes, Subversion, and Resistance (Texas Film and Media Studies Series)",4.4,37,24.95,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Johnny Thunders: In Cold Blood: The Official Biography: Revised & Updated Edition,4.5,44,8.49,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
War Horse,4.0,78,12.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
GEMIGNANI: Life and Lessons from Broadway and Beyond,4.1,52,18.21,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"Bass Technique Finger Gym: Build Stamina, Coordination, Dexterity and Speed with Essential Bass Exercises (Learn how to play bass)",4.5,390,9.99,$5-$10,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Don't Go Stealing My Heart: A Sexy Secret Identity Romance (Showmen),4.3,345,4.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
A Guide to Teaching Art at the College Level,4.5,11,27.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Smoke on the Water: A Mystic Beach Fantasy Rockstar Romance (Mystic Beach Fantasy Rockstar Romances Book 3),4.6,60,4.99,Under $5,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
Playing the Piano for Pleasure: The Classic Guide to Improving Skills Through Practice and Discipline,4.3,236,10.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
He-Man and the Masters of the Universe: A Character Guide and World Compendium Volume 1,4.8,858,14.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Art Models NicoleVaunt031: Figure Drawing Pose Reference (Art Models Poses),3.0,3,2.99,Under $5,Arts & Photo graphy,Low,Paid,No,No,No
Conquering Gotham: Building Penn Station and Its Tunnels,4.5,197,14.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
The Ox: The Authorized Biography of The Who's John Entwistle,4.5,418,2.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
Master Pentatonic Scales For Guitar in 14 Days: Bust out of the Box! Learn to Play Major and Minor Pentatonic Scale Patterns and Licks All Over the Neck (Play Music in 14 Days),4.5,504,9.99,$5-$10,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Blinding Light: Road To Rocktoberfest 2022,4.3,92,4.99,Under $5,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
Crazy Enough: A Memoir,4.5,296,12.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
"A Broken Hallelujah: Rock and Roll, Redemption, and the Life of Leonard Cohen",4.5,203,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Keeping Together in Time: Dance and Drill in Human History,4.3,19,33.5,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Creative Perspective for Artists and Illustrators (Dover Art Instruction),4.6,294,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
The Artistic Anatomy of Trees (Dover Art Instruction),4.3,121,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Improve Your Sight-Reading! Level 1 (US EDITION),4.6,303,6.6,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Raw Rhythm: an Enemies to Lovers Rockstar Romance,4.7,505,0.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
The Sistine Chapel: History of a Masterpiece,3.9,8,24.0,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
"The Brutish Museums: The Benin Bronzes, Colonial Violence and Cultural Restitution",4.6,184,10.0,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
25 Minor Pentatonic Licks for Blues Guitar (Beginner Guitar Books),4.3,88,3.99,Under $5,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
Learning by Heart: Teachings to Free the Creative Spirit,4.7,140,17.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Theology That Sticks: The Life-Changing Power of Exceptional Hymns,4.8,29,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Collective Rage: A Play in Five Betties (Oberon Modern Plays),5.0,15,12.3,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
Experiencing Theatre,4.3,55,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Introductory Lectures on Aesthetics (Penguin Classics S.),4.5,99,10.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
Jeezy: The Biography of Jeezy,4.6,8,2.99,Under $5,Arts & Photo graphy,Low,Kindle Unlimited,No,No,No
La perspectiva en urban sketching: Trucos y técnicas para dibujantes (Spanish Edition),4.6,174,8.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Motion Picture and Video Lighting,4.7,80,20.69,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
The BetterPhoto Guide to Digital Photography (BetterPhoto Series),4.5,236,13.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Art & Visual Culture 1600-1850: Academy to Avant-Garde,4.7,16,26.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Vocal Warm-Ups and Technical Exercises for Kids!,4.5,140,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
"Erotic Comics: A Graphic History, Vol 1 (PB)",3.8,94,3.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
"Creating Art with Alcohol Ink: Complete Guide to 12 Easy Techniques, 17 Spectacular Projects",4.9,48,14.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
The Easy Sixties Fake Book (Fake Books),4.5,145,14.74,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
MAKING CHOICES for the SUCCESSFUL ACTOR: The Actor's Preparation Guide to Creative Character Development,4.5,2,2.99,Under $5,Arts & Photo graphy,Low,Kindle Unlimited,No,No,No
Gloria Swanson: The Ultimate Star,4.1,137,11.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Design School: Layout: A Practical Guide for Students and Designers,4.6,48,14.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
Introduction to Housing,4.6,11,99.96,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Unmasked: A Memoir,4.4,738,14.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
El eternauta (Spanish Edition),3.6,4,10.99,$10-$15,Arts & Photo graphy,Low,Paid,No,No,No
"Draw It With Me - A Study of the Human Form: With Over 500 Sketches, Gestures and Artworks of the Male and Female Figure",4.2,45,12.99,$10-$15,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
My First Piano Adventure: Writing Book A,4.8,1398,6.41,$5-$10,Arts & Photo graphy,Viral,Paid,No,No,No
Marketing the Arts: An Introduction,4.8,6,39.9,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
"Make It Happen!: The Life and Times of ""The Groovemaster,"" Bassist Jerry Jemmott",4.8,15,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Renaissance Revit: Creating Classical Architecture with Modern Software,4.6,67,29.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"How to Look Elegant Every Day!: Colors, Makeup, Clothing, Skin & Hair, Posture and More (Elegance Book 1)",4.0,541,2.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Unlocking the Neck: Understanding the Guitar with the Five-Position CAGED Method,4.2,113,2.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
"The Easiest Songbook. 58 Simple Songs without Musical Notes for Boomwhackers®, Bells, Chimes, Pipes: Just Follow the Color Circles (ChromaNotes™ Colors) (I Don't Read Music)",4.6,96,8.9,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
The Routledge Companion to Music Cognition (Routledge Music Companions),4.8,8,27.41,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
The Story of Opera,4.1,25,32.3,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"Building the Body of Christ: Christian Art, Identity, and Community in Late Antique Italy",5.0,1,32.3,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
"Death By Shakespeare: Snakebites, Stabbings and Broken Hearts",4.5,107,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Sumi-e Painting: Master the meditative art of Japanese brush painting (Mindful Artist),4.7,225,9.34,$5-$10,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Why the Museum Matters (Why X Matters Series),4.6,9,12.99,$10-$15,Arts & Photo graphy,Low,Paid,No,No,No
Henry VIII (Folger Shakespeare Library),4.4,46,6.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
Everyday Voice Care: The Lifestyle Guide for Singers and Talkers (LIVRE SUR LA MU),4.6,57,11.87,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
"The STRUM Method for Beginner and Intermediate Guitarists: The five core elements every confident guitarist needs to master to play any song, any time, anywhere!",4.1,36,6.87,$5-$10,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
Song Maps: A New System to Write Your Best Lyrics,4.3,369,3.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
How to Get a Record Deal (2016 Version): The Knowledge to Succeed,4.7,51,19.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Composing Electronic Music: A New Aesthetic,4.6,94,47.49,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Looking at Mindfulness: 25 Ways to Live in the Moment Through Art,4.6,213,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
The Cambridge Introduction to Performance Theory (Cambridge Introductions to Literature),5.0,8,11.69,$10-$15,Arts & Photo graphy,Low,Paid,No,No,No
Nothing Like a Dame: Conversations with the Great Women of Musical Theater,4.5,127,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Gondola,3.6,159,10.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
First Pieces for Classical Guitar: Master 20 Beautiful Guitar Studies (Learn how to play classical guitar),4.5,234,6.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
The Senses: Design Beyond Vision,4.6,102,14.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Easiest Harmonica Songbook Ever!: 100% note-free! 100 Songs for Blues Harp in C.,4.4,452,4.99,Under $5,Arts & Photo graphy,High,Paid,No,No,No
The Godfather Notebook,4.8,478,29.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
"The Complete Works of Lewis Carroll: Alice in Wonderland, Complete Collection, Puzzles From Wonderland, The Hunting of the Snark, Sylvie And Bruno and More (21 Books With Active Table of Contents)",4.4,10,0.0,Free,Arts & Photo graphy,Low,Paid,No,No,No
Photography Birds: Field Techniques and the Art of the Image,4.7,146,11.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Tiepolo Blue: 'The best novel I have read for ages' Stephen Fry,3.7,188,0.0,Free,Arts & Photo graphy,High,Paid,No,No,No
The Village At The Center of the World,5.0,3,6.99,$5-$10,Arts & Photo graphy,Low,Paid,No,No,No
"The Artist's Guide to Grant Writing: How to Find Funds and Write Foolproof Proposals for the Visual, Literary, and Performance Artist",4.6,147,7.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
The Creative Team: Notes on Design and Operation of Creative Organizations,4.5,15,5.99,$5-$10,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
"Drawing for the Absolute and Utter Beginner, Revised: 15th Anniversary Edition",4.5,284,16.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Acid for the children (De Música) (Spanish Edition),4.6,67,12.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
The Mixing Mindset: The Step-By-Step Formula For Creating Professional Rock Mixes From Your Home Studio,4.4,154,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
Accurate Sound Reproduction Using DSP,4.7,69,9.99,$5-$10,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
Wind Talk for Woodwinds: A Practical Guide to Understanding and Teaching Woodwind Instruments,4.8,30,54.99,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Audrey Hepburn: A Life from Beginning to End (Biographies of Actors),4.2,445,2.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
On the Road Again: Montana's Changing Landscape (Weyerhaeuser Environmental Books),5.0,5,21.83,Over $15,Arts & Photo graphy,Low,Paid,No,No,No
"15-Minute Ink Landscapes: Simple, Striking, Soothing Lineart of Forests, Mountains, Beaches and More",4.5,13,11.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
"Outline Your Books Or Die!: Secrets of Writing Fiction that Sells: Plotting, Story and Structure, Novel Outlining Techniques (How To Write Book 5)",4.5,125,4.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
Baroque Music for Mandolin,4.8,23,12.99,$10-$15,Arts & Photo graphy,Medium,Paid,No,No,No
John Thompson's Modern Course for the Piano - Third Grade (Book Only): Third Grade,4.8,729,7.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
"Applied Improvisation: Leading, Collaborating, and Creating Beyond the Theatre",4.7,43,17.79,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
"Adobe Photoshop 2023 Beginners and Seniors Handbook: A Simple Approach to Learning Photoshop, Mastering the Workspace, Tools, Options, & Effects. Easy Tutorials to Learn Professional Photo Editing",3.3,20,4.99,Under $5,Arts & Photo graphy,Medium,Kindle Unlimited,Yes,No,No
Apache Legends & Lore of Southern New Mexico: From the Sacred Mountain (American Heritage),4.4,65,11.99,$10-$15,Arts & Photo graphy,Medium,Kindle Unlimited,No,No,No
FunTime Piano Disney: Level 3A-3B,4.8,651,6.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
"Real Worship: Playground, Battleground, or Holy Ground?",4.7,140,10.99,$10-$15,Arts & Photo graphy,High,Paid,No,No,No
Mastering the Nikon D610 (The Mastering Camera Guide Series),4.6,145,23.99,Over $15,Arts & Photo graphy,High,Paid,No,No,No
Vanessa Bell: Portrait of the Bloomsbury Artist,4.6,52,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
"Wedding Storyteller, Volume 2: Wedding Case Studies and Workflow",4.7,71,32.29,Over $15,Arts & Photo graphy,Medium,Paid,No,No,No
Exploring Calvin and Hobbes: An Exhibition Catalogue,4.8,947,9.99,$5-$10,Arts & Photo graphy,High,Paid,No,No,No
AI Beautiful freckled American women nude photos,4.4,10,8.0,$5-$10,Arts & Photo graphy,Low,Kindle Unlimited,Yes,No,No
"Elvis: Behind The Legend: Startling Truths About The King of Rock and Roll's Life, Loves, Films and Music",3.9,255,4.99,Under $5,Arts & Photo graphy,High,Kindle Unlimited,No,No,No
"Colour Second Edition: A workshop for artists, designers",4.6,99,2.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
Who Invented Heavy Metal?,4.5,32,9.99,$5-$10,Arts & Photo graphy,Medium,Paid,No,No,No
The Ninth: Beethoven and the World in 1824,4.3,79,4.99,Under $5,Arts & Photo graphy,Medium,Paid,No,No,No
